project,release,class,loc,churn,loc_added,fan_out,revisions,max_churn,max_loc_added,avg_churn,avg_loc_added,fan_in_total,loc_touched_total,revisions_density,ns,age,weighted_age,nauth,nfix,ndev,bug_density,fix,code_smells,buggy
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\KryoValuesSerializer.java,31,0,0,3,1,0,0,0.0,0.0,1,0,0.032258064516129,1,25.72,0.0,2,0,2,0.0,0,4,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\SerializableSerializer.java,39,0,0,4,1,0,0,0.0,0.0,0,0,0.0256410256410256,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\SerializationDelegate.java,7,0,0,0,0,0,0,0.0,0.0,1,0,0.0,1,10.16,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\SerializationFactory.java,183,0,0,17,1,0,0,0.0,0.0,0,0,0.0054644808743169,1,25.72,0.0,2,0,2,0.0,0,35,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\types\ArrayListSerializer.java,12,0,0,3,1,0,0,0.0,0.0,1,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\types\HashMapSerializer.java,12,0,0,3,1,0,0,0.0,0.0,1,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\types\HashSetSerializer.java,12,0,0,3,1,0,0,0.0,0.0,1,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\serialization\types\ListDelegateSerializer.java,12,0,0,4,1,0,0,0.0,0.0,2,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\IMultiSchemableSpout.java,5,0,0,0,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\ISchemableSpout.java,5,0,0,0,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\ISpout.java,13,0,0,1,2,0,0,0.0,0.0,2,0,0.1538461538461538,1,25.72,0.0,3,0,3,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\ISpoutOutputCollector.java,7,0,0,0,1,0,0,0.0,0.0,3,0,0.1428571428571428,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\ISpoutWaitStrategy.java,6,0,0,0,1,0,0,0.0,0.0,0,0,0.1666666666666666,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\MultiScheme.java,8,0,0,1,1,0,0,0.0,0.0,1,0,0.125,1,25.72,0.0,2,0,2,0.0,0,0,YES
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\NothingEmptyEmitStrategy.java,11,0,0,0,1,0,0,0.0,0.0,0,0,0.0909090909090909,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\RawMultiScheme.java,15,0,0,2,1,0,0,0.0,0.0,1,0,0.0666666666666666,1,25.72,0.0,2,0,2,0.0,0,0,YES
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\RawScheme.java,12,0,0,2,1,0,0,0.0,0.0,0,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,0,YES
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\Scheme.java,8,0,0,1,1,0,0,0.0,0.0,2,0,0.125,1,25.72,0.0,2,0,2,0.0,0,0,YES
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\SchemeAsMultiScheme.java,18,0,0,1,1,0,0,0.0,0.0,2,0,0.0555555555555555,1,25.72,0.0,2,0,2,0.0,0,0,YES
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\ShellSpout.java,204,5,5,12,4,113,108,48.75,37.25,3,195,0.0196078431372549,1,25.72,5016.09,10,2,10,0.0098039215686274,1,32,YES
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\SleepSpoutWaitStrategy.java,18,0,0,1,1,0,0,0.0,0.0,0,0,0.0555555555555555,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\spout\SpoutOutputCollector.java,38,0,0,2,1,0,0,0.0,0.0,21,0,0.0263157894736842,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\state\IStateSpout.java,10,0,0,1,1,0,0,0.0,0.0,1,0,0.1,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\state\IStateSpoutOutputCollector.java,4,0,0,0,1,0,0,0.0,0.0,0,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\state\ISubscribedState.java,6,0,0,1,1,0,0,0.0,0.0,1,0,0.1666666666666666,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\state\ISynchronizeOutputCollector.java,5,0,0,0,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\state\StateSpoutOutputCollector.java,7,0,0,0,1,0,0,0.0,0.0,0,0,0.1428571428571428,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\state\SynchronizeOutputCollector.java,8,0,0,0,1,0,0,0.0,0.0,0,0,0.125,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\GeneralTopologyContext.java,114,0,0,11,1,0,0,0.0,0.0,4,0,0.0087719298245614,1,25.72,0.0,2,0,2,0.0,0,15,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\IBolt.java,9,0,0,1,1,0,0,0.0,0.0,6,0,0.1111111111111111,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\IErrorReporter.java,4,0,0,0,1,0,0,0.0,0.0,3,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\IMetricsContext.java,11,0,0,5,1,0,0,0.0,0.0,10,0,0.0909090909090909,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\IOutputCollector.java,10,0,0,1,1,0,0,0.0,0.0,4,0,0.1,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\OutputCollector.java,62,0,0,2,1,0,0,0.0,0.0,34,0,0.0161290322580645,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\ShellBolt.java,282,0,0,14,3,247,185,114.33333333333331,75.0,4,343,0.0106382978723404,1,25.72,8823.17,11,2,11,0.0070921985815602,1,59,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\TopologyContext.java,158,0,0,14,3,17,16,11.0,10.666666666666666,108,33,0.0189873417721519,1,25.72,848.88,6,0,6,0.0,0,23,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\task\WorkerTopologyContext.java,65,0,0,2,1,0,0,0.0,0.0,5,0,0.0153846153846153,1,25.72,0.0,2,0,2,0.0,0,7,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\AckFailDelegate.java,6,0,0,0,1,0,0,0.0,0.0,0,0,0.1666666666666666,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\AckFailMapTracker.java,26,0,0,1,1,0,0,0.0,0.0,0,0,0.0384615384615384,1,25.72,0.0,2,0,2,0.0,0,4,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\AckTracker.java,26,0,0,0,1,0,0,0.0,0.0,0,0,0.0384615384615384,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\BatchNumberList.java,44,0,0,7,1,0,0,0.0,0.0,0,0,0.0227272727272727,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\BatchProcessWord.java,17,0,0,6,1,0,0,0.0,0.0,0,0,0.0588235294117647,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\BatchRepeatA.java,25,0,0,6,1,0,0,0.0,0.0,0,0,0.04,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\BoltTracker.java,19,0,0,2,1,0,0,0.0,0.0,0,0,0.0526315789473684,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\CompleteTopologyParam.java,32,0,0,1,1,0,0,0.0,0.0,0,0,0.03125,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\CountingBatchBolt.java,31,0,0,7,1,0,0,0.0,0.0,0,0,0.032258064516129,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\CountingCommitBolt.java,33,0,0,9,1,0,0,0.0,0.0,0,0,0.0303030303030303,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\FeederSpout.java,67,0,0,7,1,0,0,0.0,0.0,1,0,0.0149253731343283,1,25.72,0.0,2,0,2,0.0,0,7,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\FixedTuple.java,20,0,0,1,1,0,0,0.0,0.0,0,0,0.05,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\FixedTupleSpout.java,139,0,0,7,1,0,0,0.0,0.0,0,0,0.0071942446043165,1,25.72,0.0,3,1,3,0.0071942446043165,1,17,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\IdentityBolt.java,20,0,0,5,1,0,0,0.0,0.0,0,0,0.05,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\KeyedCountingBatchBolt.java,37,0,0,8,1,0,0,0.0,0.0,0,0,0.027027027027027,1,25.72,0.0,2,0,2,0.0,0,5,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\KeyedCountingCommitterBolt.java,4,0,0,1,1,0,0,0.0,0.0,0,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\KeyedSummingBatchBolt.java,38,0,0,9,1,0,0,0.0,0.0,0,0,0.0263157894736842,1,25.72,0.0,2,0,2,0.0,0,5,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\MemoryTransactionalSpout.java,136,0,0,10,1,0,0,0.0,0.0,2,0,0.0073529411764705,1,25.72,0.0,2,0,2,0.0,0,17,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\MemoryTransactionalSpoutMeta.java,15,0,0,0,1,0,0,0.0,0.0,0,0,0.0666666666666666,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\MkClusterParam.java,25,0,0,0,1,0,0,0.0,0.0,0,0,0.04,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\MkTupleParam.java,29,0,0,0,1,0,0,0.0,0.0,0,0,0.0344827586206896,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\MockedSources.java,26,0,0,2,1,0,0,0.0,0.0,0,0,0.0384615384615384,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\NGrouping.java,27,0,0,3,1,0,0,0.0,0.0,0,0,0.037037037037037,1,25.72,0.0,2,0,2,0.0,0,5,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\NonRichBoltTracker.java,27,0,0,5,1,0,0,0.0,0.0,0,0,0.037037037037037,1,25.72,0.0,2,0,2,0.0,0,3,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\OpaqueMemoryTransactionalSpout.java,136,0,0,9,1,0,0,0.0,0.0,0,0,0.0073529411764705,1,25.72,0.0,2,0,2,0.0,0,17,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\PrepareBatchBolt.java,27,0,0,6,1,0,0,0.0,0.0,0,0,0.037037037037037,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\PythonShellMetricsBolt.java,24,0,0,6,0,0,0,0.0,0.0,0,0,0.0,1,11.51,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\PythonShellMetricsSpout.java,27,0,0,7,0,0,0,0.0,0.0,0,0,0.0,1,11.51,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\SpoutTracker.java,68,0,0,7,1,0,0,0.0,0.0,0,0,0.0147058823529411,1,25.72,0.0,2,0,2,0.0,0,10,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestAggregatesCounter.java,37,0,0,9,1,0,0,0.0,0.0,0,0,0.027027027027027,1,25.72,0.0,2,0,2,0.0,0,8,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestConfBolt.java,36,0,0,7,1,0,0,0.0,0.0,0,0,0.0277777777777777,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestEventLogSpout.java,97,0,0,9,0,0,0,0.0,0.0,0,0,0.0,1,12.01,0.0,1,0,1,0.0,0,8,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestEventOrderCheckBolt.java,44,0,0,11,0,0,0,0.0,0.0,0,0,0.0,1,12.01,0.0,1,0,1,0.0,0,9,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestGlobalCount.java,33,0,0,9,1,0,0,0.0,0.0,0,0,0.0303030303030303,1,25.72,0.0,2,0,2,0.0,0,6,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestJob.java,5,0,0,1,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestKryoDecorator.java,11,0,0,5,1,0,0,0.0,0.0,0,0,0.0909090909090909,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestPlannerBolt.java,20,0,0,6,1,0,0,0.0,0.0,0,0,0.05,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestPlannerSpout.java,49,0,0,7,1,0,0,0.0,0.0,0,0,0.0204081632653061,1,25.72,0.0,2,0,2,0.0,0,7,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestSerObject.java,15,0,0,0,1,0,0,0.0,0.0,0,0,0.0666666666666666,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestWordCounter.java,34,0,0,9,1,0,0,0.0,0.0,0,0,0.0294117647058823,1,25.72,0.0,2,0,2,0.0,0,6,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TestWordSpout.java,54,0,0,10,1,0,0,0.0,0.0,2,0,0.0185185185185185,1,25.72,0.0,2,0,2,0.0,0,10,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TrackedTopology.java,13,0,0,2,1,0,0,0.0,0.0,0,0,0.0769230769230769,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\testing\TupleCaptureBolt.java,52,0,0,5,1,0,0,0.0,0.0,0,0,0.0192307692307692,1,25.72,0.0,2,0,2,0.0,0,9,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\BaseConfigurationDeclarer.java,31,0,0,1,1,0,0,0.0,0.0,4,0,0.032258064516129,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\BasicBoltExecutor.java,40,0,0,5,1,0,0,0.0,0.0,4,0,0.025,1,25.72,0.0,2,0,2,0.0,0,5,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\BasicOutputCollector.java,34,0,0,4,1,0,0,0.0,0.0,19,0,0.0294117647058823,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\BoltDeclarer.java,3,0,0,0,1,0,0,0.0,0.0,5,0,0.3333333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\ComponentConfigurationDeclarer.java,10,0,0,0,1,0,0,0.0,0.0,1,0,0.1,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\FailedException.java,15,0,0,0,1,0,0,0.0,0.0,10,0,0.0666666666666666,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\IBasicBolt.java,9,0,0,2,1,0,0,0.0,0.0,8,0,0.1111111111111111,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\IBasicOutputCollector.java,7,0,0,0,1,0,0,0.0,0.0,0,0,0.1428571428571428,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\IComponent.java,7,0,0,0,1,0,0,0.0,0.0,7,0,0.1428571428571428,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\InputDeclarer.java,24,0,0,4,1,0,0,0.0,0.0,4,0,0.0416666666666666,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\IRichBolt.java,4,0,0,1,1,0,0,0.0,0.0,15,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\IRichSpout.java,4,0,0,1,1,0,0,0.0,0.0,11,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\IRichStateSpout.java,4,0,0,1,1,0,0,0.0,0.0,0,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\OutputFieldsDeclarer.java,8,0,0,1,1,0,0,0.0,0.0,76,0,0.125,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\OutputFieldsGetter.java,27,0,0,3,1,0,0,0.0,0.0,2,0,0.037037037037037,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\ReportedFailedException.java,15,0,0,0,1,0,0,0.0,0.0,2,0,0.0666666666666666,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\SpoutDeclarer.java,3,0,0,0,1,0,0,0.0,0.0,2,0,0.3333333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\TopologyBuilder.java,191,0,0,14,1,0,0,0.0,0.0,15,0,0.0052356020942408,1,25.72,0.0,2,0,2,0.0,0,26,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseBasicBolt.java,12,0,0,2,1,0,0,0.0,0.0,15,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseBatchBolt.java,5,0,0,1,1,0,0,0.0,0.0,6,0,0.2,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseComponent.java,9,0,0,1,1,0,0,0.0,0.0,0,0,0.1111111111111111,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseOpaquePartitionedTransactionalSpout.java,4,0,0,1,1,0,0,0.0,0.0,0,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BasePartitionedTransactionalSpout.java,5,0,0,1,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseRichBolt.java,7,0,0,1,1,0,0,0.0,0.0,14,0,0.1428571428571428,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseRichSpout.java,19,0,0,1,1,0,0,0.0,0.0,14,0,0.0526315789473684,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseTransactionalBolt.java,4,0,0,1,1,0,0,0.0,0.0,3,0,0.25,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\topology\base\BaseTransactionalSpout.java,5,0,0,1,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\ICommitter.java,3,0,0,0,1,0,0,0.0,0.0,4,0,0.3333333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\ICommitterTransactionalSpout.java,10,0,0,1,1,0,0,0.0,0.0,1,0,0.1,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\ITransactionalSpout.java,20,0,0,3,1,0,0,0.0,0.0,3,0,0.05,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\TransactionalSpoutBatchExecutor.java,67,0,0,9,1,0,0,0.0,0.0,0,0,0.0149253731343283,1,25.72,0.0,2,0,2,0.0,0,8,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\TransactionalSpoutCoordinator.java,164,0,0,13,1,0,0,0.0,0.0,1,0,0.0060975609756097,1,25.72,0.0,2,0,2,0.0,0,12,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\TransactionalTopologyBuilder.java,423,0,0,24,1,0,0,0.0,0.0,2,0,0.0023640661938534,1,25.72,0.0,2,0,2,0.0,0,26,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\TransactionAttempt.java,32,0,0,0,1,0,0,0.0,0.0,25,0,0.03125,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\partitioned\IOpaquePartitionedTransactionalSpout.java,19,0,0,4,1,0,0,0.0,0.0,3,0,0.0526315789473684,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\partitioned\IPartitionedTransactionalSpout.java,20,0,0,4,1,0,0,0.0,0.0,3,0,0.05,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\partitioned\OpaquePartitionedTransactionalSpoutExecutor.java,121,0,0,9,1,0,0,0.0,0.0,1,0,0.0082644628099173,1,25.72,0.0,2,0,2,0.0,0,18,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\partitioned\PartitionedTransactionalSpoutExecutor.java,100,0,0,8,1,0,0,0.0,0.0,1,0,0.01,1,25.72,0.0,2,0,2,0.0,0,10,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\state\RotatingTransactionalState.java,105,0,0,1,1,0,0,0.0,0.0,6,0,0.0095238095238095,1,25.72,0.0,2,0,2,0.0,0,6,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\transactional\state\TransactionalState.java,106,0,0,7,2,2,1,1.0,0.5,7,2,0.0188679245283018,1,25.72,51.45,3,0,3,0.0,0,23,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\tuple\Fields.java,64,0,0,0,1,0,0,0.0,0.0,137,0,0.015625,1,25.72,0.0,2,0,2,0.0,0,6,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\tuple\ITuple.java,30,0,0,0,0,0,0,0.0,0.0,3,0,0.0,1,9.77,0.0,1,0,1,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\tuple\MessageId.java,67,0,0,3,1,0,0,0.0,0.0,2,0,0.0149253731343283,1,25.72,0.0,2,0,2,0.0,0,4,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\tuple\Tuple.java,10,0,0,1,2,28,1,14.0,0.5,101,28,0.2,1,25.72,720.26,3,0,3,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\tuple\TupleImpl.java,263,0,0,15,1,0,0,0.0,0.0,2,0,0.0038022813688212,1,25.72,0.0,2,0,2,0.0,0,12,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\tuple\Values.java,12,0,0,0,1,0,0,0.0,0.0,72,0,0.0833333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\ui\InvalidRequestException.java,15,0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,11.52,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\utils\BufferFileInputStream.java,30,0,0,0,1,0,0,0.0,0.0,1,0,0.0333333333333333,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\utils\ClojureTimerTask.java,14,0,0,1,1,0,0,0.0,0.0,0,0,0.0714285714285714,1,25.72,0.0,2,0,2,0.0,0,1,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\utils\Container.java,5,0,0,0,1,0,0,0.0,0.0,0,0,0.2,1,25.72,0.0,2,0,2,0.0,0,2,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\utils\CRC32OutputStream.java,21,0,0,0,1,0,0,0.0,0.0,0,0,0.0476190476190476,1,25.72,0.0,2,0,2,0.0,0,0,NO
storm,release_0.9.5,storm-core\src\jvm\backtype\storm\utils\DisruptorQueue.java,159,0,0,11,2,67,45,33.5,22.5,0,67,0.0125786163522012,1,25.72,1723.48,5,1,5,0.0062893081761006,1,17,NO
